Participant_ID,Age,Gender,StudyPreference,Emotion,Exam1,Exam2,Task_Type,Trial_Number,Colour,Condition,CorrectAns,Word,KeyPressed,Correct,RT
P26,21,Male,NoTimer,Avoidant,41,60,Timer,14,yellow,congruent,y,Yellow,y,1,0.7920949
P26,21,Male,NoTimer,Avoidant,41,60,Timer,15,green,incongruent,g,Red,r,0,0.5969642
P26,21,Male,NoTimer,Avoidant,41,60,Timer,16,green,incongruent,g,Blue,b,0,0.6606055
P26,21,Male,NoTimer,Avoidant,41,60,Timer,17,red,incongruent,r,Green,g,0,0.8892835
P26,21,Male,NoTimer,Avoidant,41,60,Timer,18,blue,congruent,b,Blue,b,1,0.9308894
P26,21,Male,NoTimer,Avoidant,41,60,Timer,19,yellow,congruent,y,Yellow,y,1,0.7307616
P26,21,Male,NoTimer,Avoidant,41,60,Timer,20,blue,incongruent,b,Green,r,0,0.6500729
P27,58,Female,Timer,Motivated,76.6,90,NoTimer,1,green,congruent,g,Green,g,1,1.0325148
P27,58,Female,Timer,Motivated,76.6,90,NoTimer,2,green,incongruent,g,Red,g,1,1.5684756
P27,58,Female,Timer,Motivated,76.6,90,NoTimer,3,red,incongruent,r,Green,r,1,1.4987787
P27,58,Female,Timer,Motivated,76.6,90,NoTimer,4,green,incongruent,g,Yellow,g,1,1.3732654
P27,58,Female,Timer,Motivated,76.6,90,NoTimer,5,red,incongruent,r,Yellow,r,1,1.1739625
P27,58,Female,Timer,Motivated,76.6,90,NoTimer,6,blue,incongruent,b,Yellow,b,1,1.1433511
P27,58,Female,Timer,Motivated,76.6,90,NoTimer,7,red,incongruent,r,Blue,r,1,1.496955
P27,58,Female,Timer,Motivated,76.6,90,NoTimer,8,red,congruent,r,Red,r,1,0.7489729
P27,58,Female,Timer,Motivated,76.6,90,NoTimer,9,blue,incongruent,b,Green,b,1,1.7485136
P27,58,Female,Timer,Motivated,76.6,90,NoTimer,10,yellow,congruent,y,Yellow,y,1,1.0844572
P27,58,Female,Timer,Motivated,76.6,90,NoTimer,11,blue,congruent,b,Blue,b,1,1.2787672
P27,58,Female,Timer,Motivated,76.6,90,NoTimer,12,green,congruent,g,Green,g,1,0.9133295
P27,58,Female,Timer,Motivated,76.6,90,NoTimer,13,yellow,incongruent,y,Red,y,1,1.1022852
P27,58,Female,Timer,Motivated,76.6,90,NoTimer,14,green,incongruent,g,Blue,g,1,1.9815708
P27,58,Female,Timer,Motivated,76.6,90,NoTimer,15,yellow,congruent,y,Yellow,y,1,0.946807
P27,58,Female,Timer,Motivated,76.6,90,NoTimer,16,yellow,incongruent,y,Green,y,1,1.6186319
P27,58,Female,Timer,Motivated,76.6,90,NoTimer,17,red,congruent,r,Red,r,1,0.8946279
P27,58,Female,Timer,Motivated,76.6,90,NoTimer,18,blue,incongruent,b,Red,b,1,1.1332687
P27,58,Female,Timer,Motivated,76.6,90,NoTimer,19,blue,congruent,b,Blue,b,1,0.8773723
P27,58,Female,Timer,Motivated,76.6,90,NoTimer,20,yellow,incongruent,y,Blue,y,1,1.1310665
P27,58,Female,Timer,Motivated,76.6,90,Timer,1,red,incongruent,r,Blue,r,1,4.6911669
P27,58,Female,Timer,Motivated,76.6,90,Timer,2,green,incongruent,g,Red,g,1,1.1124738
P27,58,Female,Timer,Motivated,76.6,90,Timer,3,yellow,congruent,y,Yellow,y,1,0.8094926
P27,58,Female,Timer,Motivated,76.6,90,Timer,4,yellow,incongruent,y,Green,y,1,1.0245923
P27,58,Female,Timer,Motivated,76.6,90,Timer,5,blue,congruent,b,Blue,b,1,0.7617351
P27,58,Female,Timer,Motivated,76.6,90,Timer,6,blue,congruent,b,Blue,b,1,0.8890967
P27,58,Female,Timer,Motivated,76.6,90,Timer,7,blue,incongruent,b,Red,b,1,1.0860824
P27,58,Female,Timer,Motivated,76.6,90,Timer,8,red,congruent,r,Red,r,1,0.7029848
P27,58,Female,Timer,Motivated,76.6,90,Timer,9,green,incongruent,g,Yellow,g,1,1.1245148
P27,58,Female,Timer,Motivated,76.6,90,Timer,10,yellow,congruent,y,Yellow,y,1,0.7155636
P27,58,Female,Timer,Motivated,76.6,90,Timer,11,green,congruent,g,Green,g,1,0.6750092
P27,58,Female,Timer,Motivated,76.6,90,Timer,12,yellow,incongruent,y,Blue,y,1,0.9225394
P27,58,Female,Timer,Motivated,76.6,90,Timer,13,red,incongruent,r,Green,r,1,1.433916
P27,58,Female,Timer,Motivated,76.6,90,Timer,14,yellow,incongruent,y,Red,y,1,0.8287436
P27,58,Female,Timer,Motivated,76.6,90,Timer,15,blue,incongruent,b,Green,g,0,1.564869
P27,58,Female,Timer,Motivated,76.6,90,Timer,16,red,congruent,r,Red,r,1,1.2720918
P27,58,Female,Timer,Motivated,76.6,90,Timer,17,green,congruent,g,Green,g,1,1.3332822
P27,58,Female,Timer,Motivated,76.6,90,Timer,18,red,incongruent,r,Yellow,r,1,1.0394785
P27,58,Female,Timer,Motivated,76.6,90,Timer,19,blue,incongruent,b,Yellow,b,1,0.850796
P27,58,Female,Timer,Motivated,76.6,90,Timer,20,green,incongruent,g,Blue,g,1,1.5879318
P28,25,Male,NoTimer,Stressed,40,35,NoTimer,1,red,congruent,r,Red,r,1,1.2586652
P28,25,Male,NoTimer,Stressed,40,35,NoTimer,2,green,congruent,g,Green,g,1,0.7937288
P28,25,Male,NoTimer,Stressed,40,35,NoTimer,3,yellow,incongruent,y,Blue,y,1,1.1135856
P28,25,Male,NoTimer,Stressed,40,35,NoTimer,4,blue,incongruent,b,Green,b,1,1.1970315
P28,25,Male,NoTimer,Stressed,40,35,NoTimer,5,yellow,congruent,y,Yellow,y,1,0.7559517
P28,25,Male,NoTimer,Stressed,40,35,NoTimer,6,green,incongruent,g,Yellow,g,1,1.6049102
P28,25,Male,NoTimer,Stressed,40,35,NoTimer,7,green,congruent,g,Green,g,1,0.7290533
P28,25,Male,NoTimer,Stressed,40,35,NoTimer,8,yellow,incongruent,y,Red,y,1,0.7759977
P28,25,Male,NoTimer,Stressed,40,35,NoTimer,9,yellow,incongruent,y,Green,g,0,0.9509026
P28,25,Male,NoTimer,Stressed,40,35,NoTimer,10,blue,incongruent,b,Yellow,b,1,2.2996778
P28,25,Male,NoTimer,Stressed,40,35,NoTimer,11,red,incongruent,r,Green,r,1,1.0056709
P28,25,Male,NoTimer,Stressed,40,35,NoTimer,12,blue,congruent,b,Blue,b,1,0.8189213
P28,25,Male,NoTimer,Stressed,40,35,NoTimer,13,red,incongruent,r,Yellow,r,1,1.649767
P28,25,Male,NoTimer,Stressed,40,35,NoTimer,14,yellow,congruent,y,Yellow,y,1,0.8396146
P28,25,Male,NoTimer,Stressed,40,35,NoTimer,15,red,incongruent,r,Blue,r,1,2.1936487
P28,25,Male,NoTimer,Stressed,40,35,NoTimer,16,green,incongruent,g,Red,g,1,1.5124811
P28,25,Male,NoTimer,Stressed,40,35,NoTimer,17,red,congruent,r,Red,r,1,1.0874532
P28,25,Male,NoTimer,Stressed,40,35,NoTimer,18,blue,congruent,b,Blue,b,1,0.8018898
P28,25,Male,NoTimer,Stressed,40,35,NoTimer,19,green,incongruent,g,Blue,g,1,1.0173783
P28,25,Male,NoTimer,Stressed,40,35,NoTimer,20,blue,incongruent,b,Red,b,1,1.0322522
P28,25,Male,NoTimer,Stressed,40,35,Timer,1,yellow,congruent,y,Yellow,y,1,1.2438469
P28,25,Male,NoTimer,Stressed,40,35,Timer,2,red,congruent,r,Red,r,1,0.992763
P28,25,Male,NoTimer,Stressed,40,35,Timer,3,red,congruent,r,Red,r,1,1.4402812
P28,25,Male,NoTimer,Stressed,40,35,Timer,4,yellow,congruent,y,Yellow,y,1,0.9978874
P28,25,Male,NoTimer,Stressed,40,35,Timer,5,green,incongruent,g,Red,g,1,0.7546038
P28,25,Male,NoTimer,Stressed,40,35,Timer,6,blue,incongruent,b,Green,b,1,0.7686552
P28,25,Male,NoTimer,Stressed,40,35,Timer,7,red,incongruent,r,Green,r,1,1.0143938
P28,25,Male,NoTimer,Stressed,40,35,Timer,8,yellow,incongruent,y,Blue,y,1,0.903513
P28,25,Male,NoTimer,Stressed,40,35,Timer,9,green,incongruent,g,Blue,g,1,0.8293303
P28,25,Male,NoTimer,Stressed,40,35,Timer,10,blue,congruent,b,Blue,b,1,0.8479908
P28,25,Male,NoTimer,Stressed,40,35,Timer,11,red,incongruent,r,Blue,r,1,1.0360332
P28,25,Male,NoTimer,Stressed,40,35,Timer,12,blue,incongruent,b,Red,b,1,1.0159169
P28,25,Male,NoTimer,Stressed,40,35,Timer,13,green,congruent,g,Green,g,1,0.7990085
P28,25,Male,NoTimer,Stressed,40,35,Timer,14,green,incongruent,g,Yellow,g,1,0.8519757
P28,25,Male,NoTimer,Stressed,40,35,Timer,15,yellow,incongruent,y,Red,y,1,0.8980324
P28,25,Male,NoTimer,Stressed,40,35,Timer,16,red,incongruent,r,Yellow,r,1,1.2572533
P28,25,Male,NoTimer,Stressed,40,35,Timer,17,blue,congruent,b,Blue,b,1,0.6328531
P28,25,Male,NoTimer,Stressed,40,35,Timer,18,blue,incongruent,b,Yellow,b,1,1.0953553
P28,25,Male,NoTimer,Stressed,40,35,Timer,19,green,congruent,g,Green,g,1,0.7348417
P28,25,Male,NoTimer,Stressed,40,35,Timer,20,yellow,incongruent,y,Green,y,1,0.8013222
P29,19,Male,Timer,Avoidant,80.5,87,NoTimer,1,yellow,congruent,y,Yellow,y,1,1.8178005
P29,19,Male,Timer,Avoidant,80.5,87,NoTimer,2,green,incongruent,g,Blue,g,1,1.0658158
P29,19,Male,Timer,Avoidant,80.5,87,NoTimer,3,green,incongruent,g,Yellow,g,1,1.3738296
P29,19,Male,Timer,Avoidant,80.5,87,NoTimer,4,red,congruent,r,Red,r,1,0.9421435
P29,19,Male,Timer,Avoidant,80.5,87,NoTimer,5,green,congruent,g,Green,g,1,1.0195425
P29,19,Male,Timer,Avoidant,80.5,87,NoTimer,6,blue,incongruent,b,Red,b,1,1.2227129
P29,19,Male,Timer,Avoidant,80.5,87,NoTimer,7,green,congruent,g,Green,g,1,0.8033017
P29,19,Male,Timer,Avoidant,80.5,87,NoTimer,8,yellow,incongruent,y,Blue,y,1,1.0399329
P29,19,Male,Timer,Avoidant,80.5,87,NoTimer,9,red,incongruent,r,Yellow,r,1,0.9268956
P29,19,Male,Timer,Avoidant,80.5,87,NoTimer,10,yellow,incongruent,y,Green,y,1,1.1704482
P29,19,Male,Timer,Avoidant,80.5,87,NoTimer,11,blue,incongruent,b,Yellow,b,1,1.0671241
P29,19,Male,Timer,Avoidant,80.5,87,NoTimer,12,green,incongruent,g,Red,g,1,1.0450924
P29,19,Male,Timer,Avoidant,80.5,87,NoTimer,13,blue,congruent,b,Blue,b,1,0.9530188
P29,19,Male,Timer,Avoidant,80.5,87,NoTimer,14,red,congruent,r,Red,r,1,0.8555951
P29,19,Male,Timer,Avoidant,80.5,87,NoTimer,15,red,incongruent,r,Green,r,1,1.7935058
P29,19,Male,Timer,Avoidant,80.5,87,NoTimer,16,red,incongruent,r,Blue,r,1,1.0268877
P29,19,Male,Timer,Avoidant,80.5,87,NoTimer,17,yellow,congruent,y,Yellow,y,1,0.8912522
P29,19,Male,Timer,Avoidant,80.5,87,NoTimer,18,yellow,incongruent,y,Red,y,1,1.1915941
P29,19,Male,Timer,Avoidant,80.5,87,NoTimer,19,blue,incongruent,b,Green,b,1,1.3573565
P29,19,Male,Timer,Avoidant,80.5,87,NoTimer,20,blue,congruent,b,Blue,b,1,0.7535304
P29,19,Male,Timer,Avoidant,80.5,87,Timer,1,yellow,incongruent,y,Green,y,1,1.8956816
P29,19,Male,Timer,Avoidant,80.5,87,Timer,2,blue,incongruent,b,Red,b,1,0.8669779
P29,19,Male,Timer,Avoidant,80.5,87,Timer,3,blue,incongruent,b,Yellow,b,1,0.8634718
P29,19,Male,Timer,Avoidant,80.5,87,Timer,4,red,congruent,r,Red,r,1,0.8337302
P29,19,Male,Timer,Avoidant,80.5,87,Timer,5,red,incongruent,r,Yellow,r,1,0.6940078
P29,19,Male,Timer,Avoidant,80.5,87,Timer,6,red,incongruent,r,Blue,r,1,0.6790408
P29,19,Male,Timer,Avoidant,80.5,87,Timer,7,blue,congruent,b,Blue,b,1,0.7564169
P29,19,Male,Timer,Avoidant,80.5,87,Timer,8,green,congruent,g,Green,g,1,0.9406369
P29,19,Male,Timer,Avoidant,80.5,87,Timer,9,yellow,congruent,y,Yellow,y,1,0.8693547
P29,19,Male,Timer,Avoidant,80.5,87,Timer,10,yellow,congruent,y,Yellow,y,1,1.0871581
P29,19,Male,Timer,Avoidant,80.5,87,Timer,11,blue,congruent,b,Blue,b,1,0.8588595
P29,19,Male,Timer,Avoidant,80.5,87,Timer,12,green,incongruent,g,Blue,g,1,1.3258737
P29,19,Male,Timer,Avoidant,80.5,87,Timer,13,blue,incongruent,b,Green,b,1,0.8123825
P29,19,Male,Timer,Avoidant,80.5,87,Timer,14,red,congruent,r,Red,r,1,0.8081978
P29,19,Male,Timer,Avoidant,80.5,87,Timer,15,yellow,incongruent,y,Red,y,1,0.9591001
P29,19,Male,Timer,Avoidant,80.5,87,Timer,16,green,congruent,g,Green,g,1,0.9179409
P29,19,Male,Timer,Avoidant,80.5,87,Timer,17,yellow,incongruent,y,Blue,y,1,1.0775283
P29,19,Male,Timer,Avoidant,80.5,87,Timer,18,green,incongruent,g,Red,g,1,1.0777749
P29,19,Male,Timer,Avoidant,80.5,87,Timer,19,red,incongruent,r,Green,r,1,0.988928
P29,19,Male,Timer,Avoidant,80.5,87,Timer,20,green,incongruent,g,Yellow,g,1,1.2948178
P30,21,Male,NoTimer,Stressed,84,82,NoTimer,1,blue,congruent,b,Blue,b,1,1.1650065
P30,21,Male,NoTimer,Stressed,84,82,NoTimer,2,red,incongruent,r,Green,r,1,1.1711153
P30,21,Male,NoTimer,Stressed,84,82,NoTimer,3,green,congruent,g,Green,g,1,1.3263103
P30,21,Male,NoTimer,Stressed,84,82,NoTimer,4,green,incongruent,g,Blue,g,1,1.0318747
P30,21,Male,NoTimer,Stressed,84,82,NoTimer,5,yellow,incongruent,y,Green,y,1,0.9179266
P30,21,Male,NoTimer,Stressed,84,82,NoTimer,6,yellow,congruent,y,Yellow,y,1,0.7245749
P30,21,Male,NoTimer,Stressed,84,82,NoTimer,7,green,incongruent,g,Yellow,g,1,0.9782727
P30,21,Male,NoTimer,Stressed,84,82,NoTimer,8,yellow,incongruent,y,Red,y,1,1.1791205
P30,21,Male,NoTimer,Stressed,84,82,NoTimer,9,green,congruent,g,Green,g,1,1.0182756
P30,21,Male,NoTimer,Stressed,84,82,NoTimer,10,blue,incongruent,b,Green,b,1,1.0723297
P30,21,Male,NoTimer,Stressed,84,82,NoTimer,11,blue,incongruent,b,Red,b,1,1.1779492
P30,21,Male,NoTimer,Stressed,84,82,NoTimer,12,yellow,congruent,y,Yellow,y,1,1.1018012
P30,21,Male,NoTimer,Stressed,84,82,NoTimer,13,blue,congruent,b,Blue,b,1,1.0021953
P30,21,Male,NoTimer,Stressed,84,82,NoTimer,14,yellow,incongruent,y,Blue,y,1,0.9032906
P30,21,Male,NoTimer,Stressed,84,82,NoTimer,15,red,congruent,r,Red,r,1,0.8790154
P30,21,Male,NoTimer,Stressed,84,82,NoTimer,16,green,incongruent,g,Red,g,1,1.5474472
P30,21,Male,NoTimer,Stressed,84,82,NoTimer,17,red,congruent,r,Red,r,1,1.6756377
P30,21,Male,NoTimer,Stressed,84,82,NoTimer,18,blue,incongruent,b,Yellow,b,1,1.1395046
P30,21,Male,NoTimer,Stressed,84,82,NoTimer,19,red,incongruent,r,Blue,r,1,1.5322578
P30,21,Male,NoTimer,Stressed,84,82,NoTimer,20,red,incongruent,r,Yellow,y,0,1.7289459
P30,21,Male,NoTimer,Stressed,84,82,Timer,1,green,congruent,g,Green,g,1,0.8289482
P30,21,Male,NoTimer,Stressed,84,82,Timer,2,yellow,incongruent,y,Red,y,1,1.1082732
P30,21,Male,NoTimer,Stressed,84,82,Timer,3,blue,incongruent,b,Green,b,1,0.8449175
P30,21,Male,NoTimer,Stressed,84,82,Timer,4,blue,incongruent,b,Red,b,1,0.8270912
P30,21,Male,NoTimer,Stressed,84,82,Timer,5,green,incongruent,g,Red,g,1,0.8061692
P30,21,Male,NoTimer,Stressed,84,82,Timer,6,blue,incongruent,b,Yellow,b,1,0.9252524
P30,21,Male,NoTimer,Stressed,84,82,Timer,7,green,incongruent,g,Blue,g,1,1.4312354
P30,21,Male,NoTimer,Stressed,84,82,Timer,8,blue,congruent,b,Blue,b,1,0.6131912
P30,21,Male,NoTimer,Stressed,84,82,Timer,9,yellow,congruent,y,Yellow,y,1,0.6604213
P30,21,Male,NoTimer,Stressed,84,82,Timer,10,red,congruent,r,Red,r,1,0.5957576
P30,21,Male,NoTimer,Stressed,84,82,Timer,11,yellow,congruent,y,Yellow,y,1,0.7756993
P30,21,Male,NoTimer,Stressed,84,82,Timer,12,red,congruent,r,Red,r,1,0.5567715
P30,21,Male,NoTimer,Stressed,84,82,Timer,13,red,incongruent,r,Blue,r,1,0.9539264
P30,21,Male,NoTimer,Stressed,84,82,Timer,14,red,incongruent,r,Green,r,1,0.8072548
P30,21,Male,NoTimer,Stressed,84,82,Timer,15,red,incongruent,r,Yellow,r,1,0.7322608
P30,21,Male,NoTimer,Stressed,84,82,Timer,16,green,congruent,g,Green,g,1,0.6751204
P30,21,Male,NoTimer,Stressed,84,82,Timer,17,blue,congruent,b,Blue,b,1,0.6887778
P30,21,Male,NoTimer,Stressed,84,82,Timer,18,yellow,incongruent,y,Blue,y,1,0.7970666
P30,21,Male,NoTimer,Stressed,84,82,Timer,19,green,incongruent,g,Yellow,g,1,1.1786963
P30,21,Male,NoTimer,Stressed,84,82,Timer,20,yellow,incongruent,y,Green,y,1,1.2150116
P31,20,Male,Timer,Stressed,70,65,NoTimer,1,blue,incongruent,b,Yellow,b,1,2.9613669
P31,20,Male,Timer,Stressed,70,65,NoTimer,2,green,incongruent,g,Yellow,g,1,1.2647814
P31,20,Male,Timer,Stressed,70,65,NoTimer,3,red,incongruent,r,Yellow,r,1,1.0208385
P31,20,Male,Timer,Stressed,70,65,NoTimer,4,yellow,incongruent,y,Blue,y,1,1.5534202
P31,20,Male,Timer,Stressed,70,65,NoTimer,5,green,incongruent,g,Blue,g,1,0.9919982
P31,20,Male,Timer,Stressed,70,65,NoTimer,6,red,incongruent,r,Blue,r,1,1.1269423
P31,20,Male,Timer,Stressed,70,65,NoTimer,7,green,congruent,g,Green,g,1,1.1636844
P31,20,Male,Timer,Stressed,70,65,NoTimer,8,yellow,congruent,y,Yellow,y,1,1.3362978
P31,20,Male,Timer,Stressed,70,65,NoTimer,9,red,incongruent,r,Green,r,1,0.9995123
P31,20,Male,Timer,Stressed,70,65,NoTimer,10,blue,incongruent,b,Red,b,1,1.3537181
P31,20,Male,Timer,Stressed,70,65,NoTimer,11,yellow,incongruent,y,Green,y,1,1.3783061
P31,20,Male,Timer,Stressed,70,65,NoTimer,12,blue,incongruent,b,Green,b,1,1.5135893
P31,20,Male,Timer,Stressed,70,65,NoTimer,13,red,congruent,r,Red,r,1,1.2117044
P31,20,Male,Timer,Stressed,70,65,NoTimer,14,red,congruent,r,Red,r,1,1.9835658
P31,20,Male,Timer,Stressed,70,65,NoTimer,15,yellow,incongruent,y,Red,y,1,1.241832
P31,20,Male,Timer,Stressed,70,65,NoTimer,16,green,incongruent,g,Red,g,1,1.5042956
P31,20,Male,Timer,Stressed,70,65,NoTimer,17,green,congruent,g,Green,g,1,0.892455
P31,20,Male,Timer,Stressed,70,65,NoTimer,18,yellow,congruent,y,Yellow,y,1,1.0674049
P31,20,Male,Timer,Stressed,70,65,NoTimer,19,blue,congruent,b,Blue,b,1,1.0312586
P31,20,Male,Timer,Stressed,70,65,NoTimer,20,blue,congruent,b,Blue,b,1,1.178693
P31,20,Male,Timer,Stressed,70,65,Timer,1,blue,congruent,b,Blue,b,1,1.5170922
P31,20,Male,Timer,Stressed,70,65,Timer,2,green,incongruent,g,Yellow,g,1,1.2019186
P31,20,Male,Timer,Stressed,70,65,Timer,3,green,congruent,g,Green,g,1,0.7063936
P31,20,Male,Timer,Stressed,70,65,Timer,4,green,incongruent,g,Blue,g,1,0.8256777
P31,20,Male,Timer,Stressed,70,65,Timer,5,red,congruent,r,Red,r,1,0.9073541
P31,20,Male,Timer,Stressed,70,65,Timer,6,red,congruent,r,Red,r,1,0.6092935
P31,20,Male,Timer,Stressed,70,65,Timer,7,yellow,incongruent,y,Red,y,1,0.9820182
P31,20,Male,Timer,Stressed,70,65,Timer,8,green,congruent,g,Green,g,1,0.7925072
P31,20,Male,Timer,Stressed,70,65,Timer,9,blue,incongruent,b,Yellow,b,1,0.9499511
P31,20,Male,Timer,Stressed,70,65,Timer,10,blue,incongruent,b,Red,b,1,1.4598797
P31,20,Male,Timer,Stressed,70,65,Timer,11,yellow,incongruent,y,Blue,y,1,0.7883852
P31,20,Male,Timer,Stressed,70,65,Timer,12,red,incongruent,r,Green,r,1,1.0425652
P31,20,Male,Timer,Stressed,70,65,Timer,13,yellow,congruent,y,Yellow,y,1,0.8682376
P31,20,Male,Timer,Stressed,70,65,Timer,14,blue,congruent,b,Blue,b,1,0.7589009
P31,20,Male,Timer,Stressed,70,65,Timer,15,red,incongruent,r,Blue,r,1,0.7883238
P31,20,Male,Timer,Stressed,70,65,Timer,16,red,incongruent,r,Yellow,r,1,1.0958658
P31,20,Male,Timer,Stressed,70,65,Timer,17,yellow,congruent,y,Yellow,y,1,0.8120384
P31,20,Male,Timer,Stressed,70,65,Timer,18,yellow,incongruent,y,Green,y,1,1.4822251
P31,20,Male,Timer,Stressed,70,65,Timer,19,blue,incongruent,b,Green,b,1,0.9414271
P31,20,Male,Timer,Stressed,70,65,Timer,20,green,incongruent,g,Red,g,1,1.1653184
P32,20,Female,Unsure,Stressed,40,76,NoTimer,1,blue,congruent,b,Blue,b,1,1.4123231
P32,20,Female,Unsure,Stressed,40,76,NoTimer,2,green,incongruent,g,Yellow,g,1,0.9665607
P32,20,Female,Unsure,Stressed,40,76,NoTimer,3,blue,congruent,b,Blue,b,1,0.7040042
P32,20,Female,Unsure,Stressed,40,76,NoTimer,4,green,incongruent,g,Blue,g,1,0.9522922
P32,20,Female,Unsure,Stressed,40,76,NoTimer,5,yellow,incongruent,y,Blue,y,1,0.7974709
P32,20,Female,Unsure,Stressed,40,76,NoTimer,6,red,incongruent,r,Green,r,1,0.8217021
P32,20,Female,Unsure,Stressed,40,76,NoTimer,7,red,congruent,r,Red,r,1,0.7700581
P32,20,Female,Unsure,Stressed,40,76,NoTimer,8,yellow,incongruent,y,Green,y,1,0.9870192
P32,20,Female,Unsure,Stressed,40,76,NoTimer,9,red,congruent,r,Red,r,1,0.7751336
P32,20,Female,Unsure,Stressed,40,76,NoTimer,10,blue,incongruent,b,Yellow,b,1,0.8145384
P32,20,Female,Unsure,Stressed,40,76,NoTimer,11,blue,incongruent,b,Red,b,1,1.2216557
P32,20,Female,Unsure,Stressed,40,76,NoTimer,12,green,congruent,g,Green,g,1,0.7447808
P32,20,Female,Unsure,Stressed,40,76,NoTimer,13,red,incongruent,r,Blue,r,1,0.756978
P32,20,Female,Unsure,Stressed,40,76,NoTimer,14,green,incongruent,g,Red,g,1,1.0583078
P32,20,Female,Unsure,Stressed,40,76,NoTimer,15,green,congruent,g,Green,g,1,0.5816642
P32,20,Female,Unsure,Stressed,40,76,NoTimer,16,yellow,congruent,y,Yellow,y,1,0.7686429
P32,20,Female,Unsure,Stressed,40,76,NoTimer,17,blue,incongruent,b,Green,b,1,0.7415887
P32,20,Female,Unsure,Stressed,40,76,NoTimer,18,yellow,incongruent,y,Red,y,1,0.7761292
P32,20,Female,Unsure,Stressed,40,76,NoTimer,19,red,incongruent,r,Yellow,r,1,0.7200128
P32,20,Female,Unsure,Stressed,40,76,NoTimer,20,yellow,congruent,y,Yellow,y,1,0.9769196
P32,20,Female,Unsure,Stressed,40,76,Timer,1,blue,congruent,b,Blue,b,1,1.4123231
P32,20,Female,Unsure,Stressed,40,76,Timer,2,green,incongruent,g,Yellow,g,1,0.9665607
P32,20,Female,Unsure,Stressed,40,76,Timer,3,blue,congruent,b,Blue,b,1,0.7040042
P32,20,Female,Unsure,Stressed,40,76,Timer,4,green,incongruent,g,Blue,g,1,0.9522922
P32,20,Female,Unsure,Stressed,40,76,Timer,5,yellow,incongruent,y,Blue,y,1,0.7974709
P32,20,Female,Unsure,Stressed,40,76,Timer,6,red,incongruent,r,Green,r,1,0.8217021
P32,20,Female,Unsure,Stressed,40,76,Timer,7,red,congruent,r,Red,r,1,0.7700581
P32,20,Female,Unsure,Stressed,40,76,Timer,8,yellow,incongruent,y,Green,y,1,0.9870192
P32,20,Female,Unsure,Stressed,40,76,Timer,9,red,congruent,r,Red,r,1,0.7751336
P32,20,Female,Unsure,Stressed,40,76,Timer,10,blue,incongruent,b,Yellow,b,1,0.8145384
P32,20,Female,Unsure,Stressed,40,76,Timer,11,blue,incongruent,b,Red,b,1,1.2216557
P32,20,Female,Unsure,Stressed,40,76,Timer,12,green,congruent,g,Green,g,1,0.7447808
P32,20,Female,Unsure,Stressed,40,76,Timer,13,red,incongruent,r,Blue,r,1,0.756978
P32,20,Female,Unsure,Stressed,40,76,Timer,14,green,incongruent,g,Red,g,1,1.0583078
P32,20,Female,Unsure,Stressed,40,76,Timer,15,green,congruent,g,Green,g,1,0.5816642
P32,20,Female,Unsure,Stressed,40,76,Timer,16,yellow,congruent,y,Yellow,y,1,0.7686429
P32,20,Female,Unsure,Stressed,40,76,Timer,17,blue,incongruent,b,Green,b,1,0.7415887
P32,20,Female,Unsure,Stressed,40,76,Timer,18,yellow,incongruent,y,Red,y,1,0.7761292
P32,20,Female,Unsure,Stressed,40,76,Timer,19,red,incongruent,r,Yellow,r,1,0.7200128
P32,20,Female,Unsure,Stressed,40,76,Timer,20,yellow,congruent,y,Yellow,y,1,0.9769196
